appid,name,median_playtime
385380,Planet Centauri,947
385400,Weapons Genius,53
385410,The Journey: Bob's Story,319
385440,Buff Knight Advanced,228
385560,Shadow Complex Remastered,243
385710,INK,204
385730,WWE 2K16,1024
385760,NBA 2K17,4672
385770,Time Clickers,224
385800,NEKOPARA Vol. 0,146
385830,Burgers,357
385860,Tachyon Project,466
385950,Infection: Humanity's Last Gasp,207
386070,Planetary Annihilation: TITANS,579
386080,Pharaonic,51
386160,Vampire of the Sands,277
386180,Crossout,126
386360,SMITE®,126
386420,Job the Leprechaun,34
386480,Blood Code,343
386490,Wanda - A Beautiful Apocalypse,212
386510,Pyramid Raid,11
386590,Novus Inceptio,654
386620,"Cook, Serve, Delicious! 2!!",181
386640,Affected Zone Tactics,3
386770,Caladrius Blaze,365
386870,Playing History 2 - Slave Trade,77
386880,Rake,217
386940,Ultimate Chicken Horse,658
386970,Memory's Dogma CODE:01,862
386990,Asphyxia,298
387290,Ori and the Blind Forest: Definitive Edition,410
387340,Hyperdimension Neptunia U: Action Unleashed,469
387400,C.R.E.E.P.S,4
387840,Alpha Runner,574
387860,the static speaks my name,15
387870,Mold on Pizza 🍕,13
387930,The Tape,230
387970,Clown House (Palyaço Evi),7
387990,Scrap Mechanic,775
388050,Snik,345
388060,The Escapists: The Walking Dead,82
388090,Five Nights at Freddy's 4,206
388120,Spakoyno: Back to the USSR 2.0,262
388210,Day of the Tentacle Remastered,237
388390,"""Glow Ball"" - The billiard puzzle game",263
388410,Darksiders II Deathinitive Edition,861
388420,In Between,134
388490,One Way To Die: Steam Edition,130
388550,Galactic Missile Defense,11
388620,DungeonUp,331
388660,Project Tarvotan,283
388750,BlazBlue: Chronophantasma Extend,1510
388880,Oxenfree,382
389170,A Lenda do Herói - O Herói desta Canção,342
389270,Through Abandoned: The Underground City,370
389400,The chronicles of Emerland. Solitaire.,209
389430,Knight Online,107
389570,Mitos.is: The Game,67
389650,Stardust Galaxy Warriors: Stellar Climax,370
389700,My Bones,245
389730,TEKKEN 7,7210
390030,DESYNC,324
390100,9Dragons,1
390340,Umbrella Corps™/Biohazard Umbrella Corps™,342
390520,PewDiePie: Legend of the Brofist,267
390540,High Fidelity,417
390570,Three Digits,299
390670,Steel Ocean,476
390710,Acceleration of SUGURI 2,357
390880,Redemption: Eternal Quest,210
390910,Collisions,258
390970,Russian Horror Story,225
391040,F1 2016,1777
391070,Stellar 2D,223
391160,The Deletion,112
391220,Rise of the Tomb Raider™,656
391260,Labyronia RPG,236
391270,Fingerbones,18
391300,Double Cubes,302
391310,Alien Attack,258
391420,Gun Rocket,209
391460,WARMODE,36
391540,Undertale,443
391560,Chicka Wars | Chicken Meat,213
391580,Egyptian Senet,14
391600,King Lucas,256
391660,Incitement 3,304
391720,Layers of Fear,242
391730,Crashlands,143
391740,Blaster Shooter GunGuy!,352
391780,Uebergame,3
392110,Endless Space® 2,1588
392160,X4: Foundations,873
392410,Toy Odyssey: The Lost and Found,80
392820,Wild Island Quest,264
393080,Call of Duty®: Modern Warfare® Remastered,556
393150,The Dreamatorium of Dr. Magnus 2,193
393380,Squad,1563
393410,World of Soccer online,3
393420,Hurtworld,7099
393430,Ice Lakes,1217
393460,Crazy Pixel Streaker,219
393530,Insanity Clicker,90
393790,Rogue Operatives Hide and Seek,49
393930,RoShamBo,5
393980,Pretty Girls Mahjong Solitaire,303
394030,Trigonarium,572
394120,Atom Universe,6
394130,Water Bears VR,1
394160,ARCADE GAME SERIES: PAC-MAN,21
394230,Battleborn,752
394280,Dark Heritage: Guardians of Hope,71
394310,Punch Club,378
394360,Hearts of Iron IV,4181
394510,HELLDIVERS™ A New Hell Edition,1416
394540,Spaceport Hope,303
394690,Tower Unite,1532
394760,Dead Effect 2,155
394850,Square Brawl,12
394870,Office Battle,277
394970,DEADBOLT,559
395170,DISTRAINT: Deluxe Edition,242
395380,ANKI,397
395520,Missing Translation,5
395620,Ittle Dew 2,530
396280,Anarchy Online,1
396350,Bleed 2,278
396360,LocoSoccer,275
396530,Fireflies,648
396650,ACE Academy,1
396750,EVERSPACE™,332
396790,Dracula's Legacy,330
396850,Chronicles of the Witches and Warlocks,264
397060,Faeria,2049
397100,MachineCraft,11
397160,Aurora Dusk: Steam Age,244
397270,A Kiss For The Petals - Remembering How We Met,215
397310,Looterkings,126
397340,SimplePlanes,742
397430,Zoombinis,463
397460,The Jackbox Party Pack 2,264
397500,Labyronia RPG 2,210
397570,Shmadow,162
397580,Moonbase 332,306
397690,Hyperspace Invaders II: Pixel Edition,56
397700,Urizen Shadows of the Cold Deluxe Frosty Edition,352
397720,Romance of the Three Kingdoms Maker / 三国志ツクール,1
397740,Hylics,683
397900,Business Tour - Board Game with Online Multiplayer,279
397940,No Time To Live,275
397950,Clustertruck,303
397980,Invasion,297
398100,Highschool Romance,429
398150,Ace of Protectors,769
398680,Ace Of Words,272
398710,Timberman,200
398810,openCanvas 7,2583
398830,Goggles - World of Vaporia,299
398840,War of Beach,103
398850,Epistory - Typing Chronicles,298
399000,Porradaria Upgrade,288
399040,Legends of Solitaire: Curse of the Dragons,246
399070,Dragon's Wake,123
399090,It's time to get out from the solar system,225
399100,Spheroid,11
399130,Massive Cleavage vs Zombies: Awesome Edition,964
399230,Kitchen Simulator 2015,262
399430,Tinboy,217
399670,Game Corp DX,559
399790,Destiny Warriors RPG,360
399820,Kopanito All-Stars Soccer,235
399890,The Secret Order 2: Masked Intent,224
400020,Atari Vault,75
400170,The Incredible Adventures of Van Helsing: Final Cut,125
400180,Okhlos: Omega,339
400240,The Deer,202
400250,Heaven Island - VR MMO,372
400370,Normality,209
400380,Tactical Soccer The New Season,339
400450,NeuroVoider,177
400510,The Final Take,338
400630,Wuppo,939
400660,Reverse Crawl,100
400740,VERGE:Lost chapter,270
400790,The Juicer,188
400910,Rabi-Ribi,3223
401190,Dinosaur Hunt,274
401360,The Aquatic Adventure of the Last Human,21
401690,Life in Bunker,705
401710,Flinthook,206
401890,ARSLAN: THE WARRIORS OF LEGEND,68
402170,Puzzle Ball,322
402180,Sakura Swim Club,618
402220,Lift It,453
402310,Overfall,891
402390,Hyperdrive Massacre,248
402560,Tabletopia,113
402570,Atlas Reactor,425
402620,Kindred Spirits on the Roof,345
402710,Osiris: New Dawn,496
402750,Giant Machines 2017,115
402840,Crusaders of the Lost Idols,104
402850,Miner Mayhem,348
402980,Osteya,352
403120,THE GAME OF LIFE,467
403190,Planetbase,1346
403200,Legends of Dawn Reborn,283
403400,ARCADE GAME SERIES: DIG DUG,2
403430,ARCADE GAME SERIES: GALAGA,3
403510,Fairy Tale Mysteries 2: The Beanstalk,271
403560,Eaten Alive,216
403570,Stigmat,227
403640,Dishonored 2,1107
403700,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,220
403740,GabeN: The Final Decision,408
403880,MotoGP™15 Compact,126
403900,Clergy Splode,221
403940,Dungelot: Shattered Lands,1296
403970,The Dwarves,117
404410,Endless Sky,50
404480,SC2VN - The eSports Visual Novel,154
404540,Nex Machina,322
404580,Relive,8
404590,Vikings - Wolves of Midgard,230
404620,The Political Machine 2016,3
404630,One Hundred Ways,356
404640,Game Tycoon 2,388
404660,Vicky Saves the Big Dumb World,270
404680,Hob,1103
404700,Curvatron,317
404770,SUPERFIGHT,402
404790,Godot Engine,3
404850,DARTHY,265
405290,Charlie Murder,1365
405310,LEGO® MARVEL's Avengers,59
405370,Sky Break,34
405440,Ares Omega,333
405500,Dangerous Golf,1
405610,Flight of the Paladin,348
405640,Pony Island,289
405650,Zero Reflex : Black Eye Edition,15
405710,Staxel,253
405820,Turok,2092
405900,Disgaea PC / 魔界戦記ディスガイア PC,991
405950,Lowglow,310
405980,Legend of Dungeon: Masters,35
406080,Ant War: Domination,477
406090,Lost Moon,345
406150,Refunct,129
406290,Twilight Struggle,765
406730,"1,000 Heads Among the Trees",4245
406850,Crush Your Enemies,189
406970,The Uncertain: Last Quiet Day,1
407000,Survival Is Not Enough,260
407120,Soccer Manager 2016,17
407230,Legend of Mysteria RPG,175
407300,The Last NightMary - A Lenda do Cabeça de Cuia,248
407310,NEKO-NIN exHeart,404
407330,Sakura Dungeon,1616
407340,Strawberry Vinegar,217
407560,Killing Room,751
407620,Indie Game Battle,240
407720,Poker Pretty Girls Battle: Texas Hold'em,243
407810,Hard Reset Redux,132
407840,Guardians of Orion (Phase 1),139
407900,Princess Remedy in a World of Hurt,143
407940,Hyper Bounce Blast,165
407980,Sakura Beach 2,738
408000,Cinderella Escape! R12,40
408110,Planet R-12,263
408520,FORM,6
408740,Pro Gamer Manager,384
409100,The Purring Quest,326
409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",35
409320,Syndrome,15
409380,Among the Heavens,239
409420,Knight Adventure,376
409440,SnakEscape [REMASTERED],606
409510,Genesis Online,8
409600,Contract With The Devil,284
409670,Pink Hour,19
409690,Pink Heaven,7
409710,BioShock™ Remastered,149
409720,BioShock™ 2 Remastered,162
409890,Stranger of Sword City / 剣の街の異邦人 ～黒の宮殿～,527
410110,12 is Better Than 6,303
410210,Ampersand,221
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,1708
410380,HEX: Shards of Fate,4344
410570,Gunjack,40
410670,Suits: A Business RPG,23
410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,390
410900,Forts,869
410970,Master of Orion 1,333
410980,Master of Orion 2,54
411120,Galaxy Admirals,297
411300,ELEX,2218
411480,BATTLECREW™ Space Pirates,116
411560,Reveal The Deep,39
411740,Yet Another World,392
411760,Swordbreaker The Game,477
411830,SENRAN KAGURA SHINOVI VERSUS,1381
411960,TY the Tasmanian Tiger,117
412130,Era of Majesty,235
412140,Electric Highways,14
412150,Midsummer Night,250
412170,City of Chains,265
412210,Warfront Defenders: Westerplatte,257
412290,The Dreamlord,268
412380,Legend (1994),383
412400,GASP,6
412450,The Black Death,139
412470,Metal War Online: Retribution,78
412600,Lup,226
412740,Audioshield,40
412770,Boogeyman,59
412830,STEINS;GATE,5223
412880,Drift Streets Japan,259
413150,Stardew Valley,1728
413410,Danganronpa: Trigger Happy Havoc,1880
413420,Danganronpa 2: Goodbye Despair,2068
413870,Sickness,182
414070,Shut Up And Dig,269
414080,Life is Hard,340
414120,Modbox,484
414290,Princess.Loot.Pixel.Again,397
414340,Hellblade: Senua's Sacrifice,477
414530,Skyforge,729
414580,Uriel's Chasm 2: את,197
414700,Outlast 2,238
414720,Astrox: Hostile Space Excavation,427
414730,Epic Clicker Journey,49
414740,RAID: World War II,279
415030,One More Dungeon,80
415150,Pang Adventures,2
415200,Motorsport Manager,4289
415270,Star Crusade CCG,82
415300,Monster Monpiece,40
415350,Shooting Stars!,141
415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),255
415590,Earthfall,85
415660,Tiger Knight,14
415830,Gnomes Garden,340
415840,Mystic Saga,306
415850,BAD END,207
415860,Tactical Craft Online,39
415880,Disc Jam,149
415960,Energy Cycle,223
416030,Your Quest,160
416040,CLASH,272
416080,The Odyssey: Winds of Athena,338
416170,HotLead,124
416200,Door To Door,7
416210,Block'hood,381
416290,Bleeding Border,280
416310,Goblin Defenders: Steel‘n’ Wood,247
416370,Showing Tonight: Mindhunters Incident,355
416450,Emporea: Realms of War and Magic,650
416530,Tacopocalypse,145
416590,Emily Wants To Play,36
416600,Full Metal Furies,637
416610,The Growth Journey,227
416630,True Lover's Knot,521
416680,Zombie Night Terror,143
416690,Oh...Sir! Prototype,91
416760,Pay2Win: The Tricks Exposed,4
416770,SquareCells,388
417110,Mayjasmine Episode01 - What is God?,277
417290,Ghost of a Tale,962
417430,Moto Racer  4,764
417860,Emily is Away,48
417890,Apotheon Arena,52
417910,Street Warriors Online,27
417990,Major\Minor,744
418030,Subsistence,82
418040,hocus,539
418070,Turbo Pug,228
418120,Cally's Caves 3,221
418150,The Madness of Little Emma,4277
418160,Garden Rescue: Christmas Edition,215
418180,Tempest: Pirate Action RPG,129
418190,Helen's Mysterious Castle,287
418240,Shadow Tactics: Blades of the Shogun,218
418310,Chronicles of a Dark Lord: Rhapsody Clash,250
418340,RWBY: Grimm Eclipse,273
418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,644
418460,Rising Storm 2: Vietnam,1773
418610,Swiftly,240
418640,Iron Commando - Koutetsu no Senshi,401
418650,Space Pirate Trainer,113
418670,Pankapu,51
418950,DreadOut: Keepers of The Dark,159
418960,Catorize,331
419500,Red Game Without A Great Name,303
420110,NEKOPARA Vol. 2,602
420290,Blackwake,488
420300,The Admin,352
420530,OneShot,469
420660,Burnin' Rubber 5 HD,99
420740,The Deed,222
420790,StarBreak,98
420970,RoBoRumble,354
421020,DiRT 4,1366
421030,Catch Me,273
421040,Plantera,405
421050,Deponia Doomsday,247
421120,Samorost 3,515
421660,Harmonia,219
421700,Sakura Santa,817
422100,Heaven Island Life,218
422110,Wand Wars,225
422250,ShipLord,288
422610,1775: Rebellion,449
422810,River City Ransom: Underground,8
422870,Super Duper Flying Genocide 2017,168
422970,Devil Daggers,399
423230,Furi,682
423580,Project Highrise,351
423590,The Little Acre,150
423710,Invasion: Brain Craving,239
423880,Carpe Diem,11
423890,Gods and Idols,1
424000,Project Pulsation,402
424280,Iron Snout,76
424370,Wolcen: Lords of Mayhem,4436
424640,Karaski: What Goes Up...,161
424830,Bell Ringer,205
424840,Little Nightmares,90
425210,Shadwen,80
425220,One Piece Burning Blood,595
425230,Sword 'N' Board,25
425340,Space Moth DX,162
425410,Road to Ballhalla,5
425580,The Room Two,279
426000,HunieCam Studio,237
426040,Goodnight Butcher,226
426690,Narcissu 10th Anniversary Anthology Project,157
426790,Grow Up,323
427190,DEAD RISING®,166
427290,Vampyr,1154
427470,Democracy 3 Africa,1505
427510,Way of the Samurai 3,815
427520,Factorio,6880
427550,Tibetan Quest: Beyond the World's End,153
427570,Dawn of Andromeda,1500
427730,Who's Your Daddy,70
427780,PERFECT ANGLE: The puzzle game based on optical illusions,96
427820,Hitman GO: Definitive Edition,210
427930,Army of Tentacles: (Not) A Cthulhu Dating Sim,172
427980,Aozora Meikyuu,152
428080,Racket: Nx,17
428510,Solitaire Christmas. Match 2 Cards,335
428550,Momodora: Reverie Under The Moonlight,192
428630,White Mirror,265
428690,Youtubers Life,1765
428750,Neon Chrome,86
428900,"Linea, the Game",244
428950,"Kivi, Toilet and Shotgun",216
429050,Feed and Grow: Fish,256
429060,Zombie Wars: Invasion,425
429180,Project CARS - Pagani Edition,48
429280,Gems of the Aztecs,357
429300,Sepia Tears,97
429330,Stikbold! A Dodgeball Adventure,188
429470,Space Pilgrim Episode I: Alpha Centauri,306
429490,Resilience Wave Survival,9
429580,A Wild Catgirl Appears!,274
429610,The Emerald Maiden: Symphony of Dreams,263
429620,Dungeon Rushers: Crawler RPG,1392
429660,Tales of Berseria™,2878
429680,Spellweaver,123
429700,Squirbs,282
429780,Bunny Hop League,129
429790,AdventureQuest 3D,221
429950,ABO MANDO,294
430080,Elysium: Blood Games,239
430290,Shmups Skill Test シューティング技能検定,59
430960,Lucy -The Eternity She Wished For-,317
431200,Disastr_Blastr,445
431230,Tiny Guardians,221
431240,Golf With Your Friends,295
431250,Mushroom Wars,556
431280,tiny & Tall: Gleipnir,126
431450,Alchemist's Awakening,119
431500,Clash of the Monsters,1
431540,Frosty Kiss,27
431560,Hard Room,250
431590,Earn to Die 2,912
431640,Doodle Kingdom,271
431680,Nuts!: The Battle of the Bulge,190
431710,Space Pilgrim Episode II: Epsilon Indi,347
431740,Chowderchu,268
431750,Iron Sea Defenders,338
431810,Rencounter,5
431830,Drift Into Eternity,178
431960,Wallpaper Engine,542
431990,Locked-in syndrome,203
432010,World's Dawn,243
432020,What's under your blanket !?,170
432100,Negligee,457
432170,Silver Knight,409
432260,Tiltagon,9
432280,BattleStorm,235
432410,The Sacred Stone,270
432470,Magdalena,225
432950,Orange Moon,284
432990,Green Game: TimeSwapper,249
433170,Die Young,419
433210,Rhino's Rage,95
433280,Warlords Battlecry III,134
433340,Slime Rancher,827
433350,BlackShot: Mercenary Warfare FPS,112
433660,Blockpocalypse,1
433790,Wooden Floor 2 - Resurrection,241
433850,Z1 Battle Royale,162
433910,Neon Drive,368
433950,Bit Blaster XL,156
434030,Aerofly FS 2 Flight Simulator,17954
434050,Duke Nukem 3D: 20th Anniversary World Tour,55
434170,The Jackbox Party Pack 3,302
434210,It's Spring Again,229
434220,Bear Haven Nights,278
434250,Masked Shooters 2,227
434290,Typefighters (Steam Edition),3
434380,Pixel Z - Gun Day,18
434410,Moonlight,25
434460,Rock of Ages 2: Bigger & Boulder™,276
434500,BATTLE PIXELS,424
434520,Simutrans,88
434530,Flobe,1
434570,Blood and Bacon,140
434650,Lost Castle,679
434680,Lamia's Game Room,241
434730,Half Dead,53
434740,Lichtspeer,52
434800,The Great Escape,246
434890,Eight Mini Racers,219
434920,Last Heroes 2,220
435030,Lost Lands: Mahjong,23
435100,2Dark,277
435120,Rusty Lake Hotel,205
435140,Rush for gold: Alaska,225
435150,Divinity: Original Sin 2 - Definitive Edition,1953
435400,Hidden Folks,118
435440,Galaxy Control: 3D Strategy,17
435530,The Final Station,251
435790,10 Second Ninja X,2
435970,RefRain - prism memories -,280
436000,Lovely Planet Arcade,556
436110,Medusa's Labyrinth,19
436140,Empire of the Gods,513
436150,Governor of Poker 3,2515
436180,Spacelords,90
436480,Soup: the Game,4
436520,Line of Sight,68
436820,Waltz of the Wizard,51
437160,The Lion's Song: Episode 1 - Silence,129
437180,Chill the Piro,308
437400,SOLRAVEN,1
437530,A Blind Legend,189
437570,GoNNER,60
437890,AuroraRL,577
437900,Party Jousting,1
437920,Tricky Towers,491
438020,AI: Rampage,263
438030,Dead6hot,246
438040,Shakes and Fidget,828
438080,Surfingers,291
438100,VRChat,52
438130,Root Double -Before Crime * After Days- Xtend Edition,719
438180,Super Mustache,205
438270,Learn Japanese To Survive! Hiragana Battle,100
438480,Rock 'N' Roll Defense,310
438490,GOD EATER 2 Rage Burst,657
438600,Soccer Manager,11
438640,LEGO® STAR WARS™: The Force Awakens,1435
438680,One Troll Army,16
438720,Heroes of Shadow Guard,2
438740,Friday the 13th: The Game,4944
439190,Stories: The Path of Destinies,303
439250,Space Pilgrim Episode III: Delta Pavonis,332
439370,Midair,67
439910,Risky Rescue,245
439920,Royal Heroes,377
439930,Control Craft 2,625
439940,Lucid9: Inciting Incident,1
440730,Survival Zombies The Inverted Evolution,204
440740,Tap Tap Legions - Epic battles within 5 seconds!,1
440750,Story of a Cube,217
440760,Cube Destroyer,233
440880,The Count Lucanor,439
440900,Conan Exiles,5167
441010,Mount Your Friends 3D: A Hard Man is Good to Climb,257
441280,Pharaoh Rebirth+,272
441380,PAC-MAN™ CHAMPIONSHIP EDITION 2,27
441550,STAR WARS™ Rebellion,8
441670,Jelly Killer,223
441790,Fragmented,148
441830,I am Setsuna,1136
441870,OutDrive,51
442000,Alone K.W.,402
442070,Drawful 2,331
442080,Riders of Icarus,145
442120,Pinball FX3,239
442500,Age of Gladiators,383
442780,STRAFE: Millennium Edition,181
442810,UFO Online: Invasion,7
443110,Armored Warfare,276
443460,Star Sky 2 - ブルームーン 2,162
443570,DreamBreak,217
443580,Antenna,20
443680,Revenge of Roger Rouge,274
443810,This Is the Police,311
443880,Loot Rascals,18
443940,Unknown Battle,376
444090,Paladins®,407
444160,Bonsai,294
444200,World of Tanks Blitz MMO,383
444220,Asteroid Bounty Hunter,175
444260,Mindless Running,566
444280,Alice's Patchwork,219
444410,Find Out,211
444480,Broken Dreams,241
444490,POLYWAR,264
444520,Leave Me Alone: A Trip To Hell,272
444640,Bloons TD Battles,304
444690,TRAPPED,243
444720,Inexistence,319
444770,Mimpi Dreams,87
444790,Abandoned Knight,224
444880,Death Stair,29
444940,UBERMOSH:BLACK,151
445110,Tasty Planet: Back for Seconds,435
445130,The Average Everyday Adventures of Samantha Browne,1
445170,The Haunting of Billy Classic,179
445220,Avorion,4993
445230,Lost girl`s [diary],4
445720,Battle Islands: Commanders,10
445980,Wizard of Legend,462
446020,Jalopy - The Road Trip Driving Indie Car Game (公路旅行驾驶游戏),381
446120,Bunker Punks,121
446150,GUNS UP!,76
446380,Sophie's Curse,257
446620,Zombie Training Simulator,122
446640,Space Pilgrim Episode IV: Sol,347
446780,AMOK,264
446800,Transport Fever,858
446840,Splasher,22
447020,Farming Simulator 17,6403
447040,Watch_Dogs® 2,1342
447120,Where the Water Tastes Like Wine,29
447270,IKEA VR Experience,8
447530,VA-11 Hall-A: Cyberpunk Bartender Action,667
447820,Day of Infamy,7455
447850,The Next Door,270
447890,Cat on a Diet,317
447920,Drift (Over) Drive,273
447940,Brine,238
447950,Bad Caterpillar,267
447970,Envoy,276
448000,Sparkle ZERO,335
448010,RePete,208
448060,X-17,260
448070,Red Risk,269
448250,NUKED KNIGHT,241
448260,Cubium Dreams,264
448280,Job Simulator,102
448310,Bitardia Cards: Memes of 2ch,12
448350,Case #8,204
448440,Bizarre Earthquake,304
448470,Bacteria,368
448510,Overcooked,91
448610,Draw Rider,297
448630,Rabiez: Epidemic,271
448660,Shake Your Money Simulator 2016,245
448780,Sixtieth Kilometer,302
448790,Infinity Wings - Scout & Grunt,204
448830,ASMR Universe,218
448850,Overload,196
448910,Axes and Acres,192
448940,Envoy 2,303
449000,Steno Arcade,1
449040,Jesus Christ RPG Trilogy,307
449060,Cellar,23
449120,Nanobots,266
449140,Istrolid,31
449170,Gnomes Garden 2,290
449200,Calcu-Late,219
449210,Verdict Guilty - 유죄 평결,241
449220,A grande bagunça espacial - The big space mess,245
449440,The Big Elk,138
449520,Rush for gold: California,237
449530,Grand Pigeon's Duty,292
449540,There's Poop In My Soup,369
449730,Ahnayro: The Dream World,352
449760,Tenrow,229
449800,Attack on Titan / A.O.T. Wings of Freedom,3729
449940,! That Bastard Is Trying To Steal Our Gold !,410
449960,Book of Demons,124
450190,MAZE LORD,342
450290,Assault on Arnhem,444
450390,The Lab,127
450540,"Hot Dogs, Horseshoes & Hand Grenades",568
450850,Cube Land Arena,411
450860,Andarilho,413
450950,Danmaku Unlimited 3,92
451020,Battle Chasers: Nightwar,1387
451340,Gold Rush: The Game,227
451350,Tropical Fish Shop 2,224
451360,Fenrisulfr Puzzle,13
451660,Trucker,513
451760,Highway Blossoms,767
451780,Trillion: God of Destruction,1
451830,One way to exit,226
451880,Catch a Falling Star,215
452060,Caveblazers,435
452230,Spellstone,1
452440,Flowers -Le volume sur printemps-,580
452510,UNDER NIGHT IN-BIRTH Exe:Late,568
452570,Battle Chef Brigade Deluxe,356
453000,Wave Beta,13
453090,Parkitect,620
453100,Frederic: Resurrection of Music Director's Cut,323
453270,Madness Cubed,241
453340,Hustle Cat,5
453480,Shadowverse CCG,230
453670,The Lost Souls,244
453820,Hero Quest: Tower Conflict,229
453850,Dear RED - Extended,225
453960,Envy the Dead,227
453980,Airstrike HD,354
454040,Jackal,203
454060,Blueprint Tycoon,127
454080,Burst,275
454100,Dungeon Escape,773
454150,Voxel Warfare Online,252
454180,CrazyCars3D,241
454200,Neon Hardcorps,206
454220,The Temporal Invasion,447
454230,SLG Remix,167
454410,GIGA WRECKER,32
454460,JiPS,304
454540,LuckCatchers,4
454650,DRAGON BALL XENOVERSE 2,3175
454670,Piggy Princess,256
454690,Cyber City 2157: The Visual Novel,334
454870,Magic Quest,296
454890,Project Starship,229
454910,Twin Saga,1066
454930,Under Zero,217
454950,Mainlining,2
455000,The Lost,251
455020,Jackpot Poker by PokerStars,30
455120,Stay Close,189
455400,PAC-MAN 256,86
455710,Project RPG Remastered,228
455820,Omensight: Definitive Edition,351
455910,STAR WARS™: Rogue Squadron 3D,127
455940,Odd||Even,266
455980,Judgment: Apocalypse Survival Simulation,1325
456430,Christmas Adventure: Candy Storm,578
456660,Slime & Friends,276
456670,Hand of Fate 2,303
456750,The Room Three,398
456810,Zombillie,260
457140,Oxygen Not Included,1072
457210,SEUM: Speedrunners from Hell,353
457330,High Octane Drift,150
457420,Surgeon Simulator VR: Meet The Medic,14
457440,Watch This!,183
457480,Domino Sky,4
457490,"Forgotten, Not Lost - A Kinetic Novel",273
457550,Bigscreen Beta,155
457570,Camp Sunshine,400
457580,The Visitor,7
457590,Luna Online: Reborn,3898
457820,Outrage,244
457890,TumbleSeed,9
457960,Holopoint,162
458030,StarFringe: Adversus,25
458170,SpiritSphere,26
458480,Mythic Wonders: The Philosopher's Stone,214
458520,Wrath of Anna,155
458540,Lines,225
458600,ZRoll,213
458630,Political Animals,454
458710,Kingdom Rush Frontiers,344
458730,Conception II: Children of the Seven Stars,137
458760,Palinurus,1
458940,The Atomy,262
459020,Melting Hearts: Our Love Will Grow 2,219
459100,Epsilon corp.,238
459220,Halo Wars: Definitive Edition,570
459410,Sector 724,394
459820,Crush Crush,3707
460060,Varenje,2
460120,Megadimension Neptunia VII,1058
460160,The Leisure of Grisaia,2
460700,Song of the Deep,306
460790,Bayonetta,180
460810,Vanquish,510
460910,A-Gents,257
460920,Steep™,602
460930,Tom Clancy's Ghost Recon® Wildlands,1242
460940,Father´s Island,306
460950,Katana ZERO,229
460960,The Deed: Dynasty,258
461010,Roll'd,312
461030,A Long Way Home,2
461140,Klabi,414
461230,Dashy Square,316
461380,A Princess' Tale,128
461390,Bulby - Diamond Course,271
461490,Kaboom Monsters,203
461520,Grizzly Valley,273
461560,MANDAGON,31845
461640,Sins Of The Demon RPG,278
461690,Iron Impact,271
461720,Tank Blast,320
461730,Blaite,338
461750,Ghoul Kid,7
461760,Reptilian Rebellion,241
461840,Zenge,133
461850,Abrix the robot,295
461880,Hyposphere,331
461890,NORTH,200
461910,Forge of Gods (RPG),138
461950,Beat Cop,65
462030,BitRay,226
462110,3 Coins At School,368
462200,Dungetris,328
462220,Mahjong Deluxe 3,241
462400,Slide Ride Arcade,397
462480,Sweet Escape VR,89
462730,Townopolis,204
462770,Pyre,477
462780,Darksiders Warmastered Edition,187
462930,AdVenture Communist,93
462960,Caveman World: Mountains of Unga Boonga,2777
462990,Tomoyo After ~It's a Wonderful Life~ English Edition,280
463000,Hero Battle,273
463020,Wander No More,7
463030,Bottle,319
463040,Experience,273
463050,The Pit And The Pendulum,254
463100,Liveza: Death of the Earth,216
463110,Farnham Fables,217
463150,BARRIER X,193
463180,Super Blue Fighter,206
463210,State of Anarchy,224
463220,Dungeon of Zolthan,240
463240,Magma Chamber,242
463250,One Tower,9
463270,Ghost 1.0,11
463520,Pristine world,122
463530,Empires of the Undergrowth,863
463550,Neon Space ULTRA,296
463670,Runeyana,399
463710,Puzzle Galaxies,217
463930,The Dweller,117
464060,RUINER,209
464150,Regalia: Of Men and Monarchs,1937
464340,Syberia 3,1523
464350,Screeps,38805
464360,3030 Deathwar Redux - A Space Odyssey,17
464450,DoDonPachi Resurrection,51
464530,猫肉「Cat Meat」,5
464700,Maui,31
464760,Bibou,248
464780,ChuSingura46+1 S,453
464920,Surviving Mars,2720
464960,Hiiro,232
465020,Sector Six,40
465150,Mars Odyssey,37
465240,Serious Sam VR: The Last Hope,8
465510,Sinful Eden,238
465520,PRICE,63490
465710,Heroes Tactics,27
465870,SHOCK TROOPERS 2nd Squad,36
466170,Idling to Rule the Gods,7194
466240,Deceit,63
466300,Planescape: Torment: Enhanced Edition,229
466420,Warriors' Wrath,213
466480,Rage Pig,271
466500,35MM,286
466560,Northgard,430
466580,GOD's DEATH,272
466660,Stash,38
466730,King's Guard TD,373
466740,ARAYA,19
466790,PixBit,256
466830,Remnants of a Beautiful Day,239
466840,Super Space Pug,221
466890,Z.I.O.N.,399
466900,Hide & Spook: The Haunted Alchemist,1
466910,Worm.is: The Game,60
466940,The Sandbox Evolution - Craft a 2D Pixel Universe!,17
467000,Insincere,256
467210,Evo Explores,180
