user_id,user_alias,appid,game_name,predicted_rating
76561198029242928,user4,113400,APB Reloaded,5.0
76561198029242928,user4,8500,EVE Online,5.0
76561198029242928,user4,55100,Homefront,5.0
76561198029242928,user4,869760,Stoneshard: Prologue,5.0
76561198014403181,user5,388620,DungeonUp,5.0
76561198014403181,user5,214550,Eets Munchies,5.0
76561198014403181,user5,296470,Mount Your Friends,5.0
76561198014403181,user5,365590,Tom Clancy’s The Division™,5.0
76561198014403181,user5,201790,Orcs Must Die! 2,5.0
76561198014403181,user5,447040,Watch_Dogs® 2,5.0
76561198014403181,user5,386160,Vampire of the Sands,5.0
76561198014403181,user5,220860,McPixel,5.0
76561198014403181,user5,235720,Cubetractor,5.0
76561198014403181,user5,703700,Our End of the World,5.0
76561198207433511,user6,626690,Sword Art Online: Fatal Bullet,5.0
76561198207433511,user6,313400,REVOLVER360 RE:ACTOR,5.0
76561198207433511,user6,331870,AER Memories of Old,5.0
76561198207433511,user6,374900,Agatha Christie - The ABC Murders,5.0
76561198207433511,user6,327890,I am Bread,5.0
76561198207433511,user6,243930,Bound By Flame,5.0
76561198207433511,user6,243950,Divinity: Dragon Commander,5.0
76561198207433511,user6,237850,Dreamfall Chapters,5.0
76561198207433511,user6,49470,Magic: The Gathering - Duels of the Planeswalkers 2012,5.0
76561198207433511,user6,246110,MASSIVE CHALICE,5.0
76561197966611389,user7,911400,Assassin's Creed® III Remastered,5.0
76561197966611389,user7,475190,Scanner Sombre,5.0
76561197966611389,user7,48190,Assassin’s Creed® Brotherhood,5.0
76561197966611389,user7,707680,Slapshot,5.0
76561197966611389,user7,841370,NBA 2K19,5.0
76561197966611389,user7,673950,Farm Together,5.0
76561197966611389,user7,110800,L.A. Noire,5.0
76561197966611389,user7,202970,Call of Duty®: Black Ops II,5.0
76561197966611389,user7,15100,Assassin's Creed™: Director's Cut Edition,5.0
76561197966611389,user7,47870,Need For Speed: Hot Pursuit,5.0
76561198077345441,user8,38400,Fallout: A Post Nuclear Role Playing Game,5.0
76561198077345441,user8,345180,Victor Vran ARPG,5.0
76561198077345441,user8,275100,Shelter 2,5.0
76561198077345441,user8,552620,ATOM RPG: Post-apocalyptic indie game,5.0
76561198077345441,user8,233190,Final Exam,5.0
76561198077345441,user8,113400,APB Reloaded,5.0
76561198077345441,user8,8500,EVE Online,5.0
76561198077345441,user8,55100,Homefront,5.0
76561198077345441,user8,113020,Monaco: What's Yours Is Mine,5.0
76561198077345441,user8,869760,Stoneshard: Prologue,5.0
76561198089768783,user9,542730,Block Blowout,5.0
76561198089768783,user9,542740,Balloon Blowout,5.0
76561198089768783,user9,628760,The Adventurer - Episode 1: Beginning of the End,5.0
76561198089768783,user9,292910,Deponia: The Complete Journey,5.0
76561198089768783,user9,219200,Droid Assault,5.0
76561198089768783,user9,444480,Broken Dreams,5.0
76561198089768783,user9,485450,Ninja Stealth,5.0
76561198089768783,user9,585830,Ninja Stealth 2,5.0
76561198089768783,user9,493710,Laraan,5.0
76561198089768783,user9,927890,Hentai Girl Linda,5.0
76561198024696613,user10,373770,LiEat,5.0
76561198024696613,user10,315430,Polarity,5.0
76561198024696613,user10,524850,Alicemare,5.0
76561198024696613,user10,575550,Hell Girls,5.0
76561198024696613,user10,444480,Broken Dreams,5.0
76561198024696613,user10,484950,Evil Maze,5.0
76561198024696613,user10,786520,SAO Utils: Beta,5.0
76561198024696613,user10,603260,The Cat Games,5.0
76561198024696613,user10,460930,Tom Clancy's Ghost Recon® Wildlands,5.0
76561198024696613,user10,611980,Oik 2,5.0
76561198110536569,user11,311340,METAL GEAR SOLID V: GROUND ZEROES,5.0
76561198110536569,user11,292910,Deponia: The Complete Journey,5.0
76561198110536569,user11,460930,Tom Clancy's Ghost Recon® Wildlands,5.0
76561198110536569,user11,579760,The Journey Down: Chapter Three,5.0
76561198110536569,user11,342200,MechWarrior Online™ Solaris 7,5.0
76561198110536569,user11,383180,Dead Island: Riptide Definitive Edition,5.0
76561198110536569,user11,760060,Mutant Year Zero: Road to Eden,5.0
76561198110536569,user11,893180,Catherine Classic,5.0
76561198110536569,user11,18700,And Yet It Moves,5.0
76561198110536569,user11,512300,Unbox: Newbie's Adventure,5.0
76561198031831571,user12,373770,LiEat,5.0
76561198031831571,user12,524850,Alicemare,5.0
76561198031831571,user12,444480,Broken Dreams,5.0
76561198031831571,user12,484950,Evil Maze,5.0
76561198031831571,user12,786520,SAO Utils: Beta,5.0
76561198031831571,user12,603260,The Cat Games,5.0
76561198031831571,user12,460930,Tom Clancy's Ghost Recon® Wildlands,5.0
76561198031831571,user12,611980,Oik 2,5.0
76561198031831571,user12,828070,Treasure Hunter Claire,5.0
76561198031831571,user12,426690,Narcissu 10th Anniversary Anthology Project,5.0
76561197994106516,user13,40990,Mafia,5.0
76561197994106516,user13,351290,SURVIVAL,5.0
76561197994106516,user13,603260,The Cat Games,5.0
76561197994106516,user13,544920,Darwin Project,5.0
76561197994106516,user13,94400,Nidhogg,5.0
76561197994106516,user13,352460,Dead Realm,5.0
76561197994106516,user13,286940,S.K.I.L.L. - Special Force 2 (Shooter),5.0
76561197994106516,user13,485610,Ball 3D: Soccer Online,5.0
76561197994106516,user13,550650,Black Squad,5.0
76561197994106516,user13,47870,Need For Speed: Hot Pursuit,5.0
